source,url,title,date,institution,doc_type,language
ec,https://digital-strategy.ec.europa.eu/fr/library/ai-continent-action-plan,frfrançais,2025-04-09,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/ga/library/ai-continent-action-plan,gaGaeilge,2025-04-09,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/hr/library/ai-continent-action-plan,hrhrvatski,2025-04-09,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/it/library/ai-continent-action-plan,ititaliano,2025-04-09,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/lv/library/ai-continent-action-plan,lvlatviešu,2025-04-09,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/lt/library/ai-continent-action-plan,ltlietuvių,2025-04-09,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/hu/library/ai-continent-action-plan,humagyar,2025-04-09,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/mt/library/ai-continent-action-plan,mtMalti,2025-04-09,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/nl/library/ai-continent-action-plan,nlNederlands,2025-04-09,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/pl/library/ai-continent-action-plan,plpolski,2025-04-09,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/pt/library/ai-continent-action-plan,ptportuguês,2025-04-09,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/ro/library/ai-continent-action-plan,roromână,2025-04-09,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/sk/library/ai-continent-action-plan,skslovenčina,2025-04-09,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/sl/library/ai-continent-action-plan,slslovenščina,2025-04-09,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/fi/library/ai-continent-action-plan,fisuomi,2025-04-09,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/sv/library/ai-continent-action-plan,svsvenska,2025-04-09,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/en/faqs/ai-continent-action-plan-qa,AI Continent Action Plan - Q&A,2025-04-09,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/en/node/13551/printable/pdf,Print as PDF,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/en/library/communication-fostering-european-approach-artificial-intelligence#main-content,Skip to main content,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/bg/library/communication-fostering-european-approach-artificial-intelligence,bgбългарски,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/es/library/communication-fostering-european-approach-artificial-intelligence,esespañol,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/cs/library/communication-fostering-european-approach-artificial-intelligence,csčeština,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/da/library/communication-fostering-european-approach-artificial-intelligence,dadansk,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/de/library/communication-fostering-european-approach-artificial-intelligence,deDeutsch,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/et/library/communication-fostering-european-approach-artificial-intelligence,eteesti,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/el/library/communication-fostering-european-approach-artificial-intelligence,elελληνικά,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/fr/library/communication-fostering-european-approach-artificial-intelligence,frfrançais,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/ga/library/communication-fostering-european-approach-artificial-intelligence,gaGaeilge,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/hr/library/communication-fostering-european-approach-artificial-intelligence,hrhrvatski,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/it/library/communication-fostering-european-approach-artificial-intelligence,ititaliano,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/lv/library/communication-fostering-european-approach-artificial-intelligence,lvlatviešu,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/lt/library/communication-fostering-european-approach-artificial-intelligence,ltlietuvių,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/hu/library/communication-fostering-european-approach-artificial-intelligence,humagyar,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/mt/library/communication-fostering-european-approach-artificial-intelligence,mtMalti,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/nl/library/communication-fostering-european-approach-artificial-intelligence,nlNederlands,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/pl/library/communication-fostering-european-approach-artificial-intelligence,plpolski,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/pt/library/communication-fostering-european-approach-artificial-intelligence,ptportuguês,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/ro/library/communication-fostering-european-approach-artificial-intelligence,roromână,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/sk/library/communication-fostering-european-approach-artificial-intelligence,skslovenčina,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/sl/library/communication-fostering-european-approach-artificial-intelligence,slslovenščina,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/fi/library/communication-fostering-european-approach-artificial-intelligence,fisuomi,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/sv/library/communication-fostering-european-approach-artificial-intelligence,svsvenska,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/en/related-content?topic=117,Advanced Digital Technologies,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/en/node/9758/printable/pdf,Print as PDF,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/en/library/ai-innovation-package-communication-2024#main-content,Skip to main content,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/en/page-not-found,en,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/bg/page-not-found,bgбългарски,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/es/page-not-found,esespañol,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/cs/page-not-found,csčeština,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/da/page-not-found,dadansk,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/de/page-not-found,deDeutsch,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/et/page-not-found,eteesti,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/el/page-not-found,elελληνικά,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/fr/page-not-found,frfrançais,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/ga/page-not-found,gaGaeilge,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/hr/page-not-found,hrhrvatski,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/it/page-not-found,ititaliano,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/lv/page-not-found,lvlatviešu,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/lt/page-not-found,ltlietuvių,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/hu/page-not-found,humagyar,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/mt/page-not-found,mtMalti,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/nl/page-not-found,nlNederlands,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/pl/page-not-found,plpolski,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/pt/page-not-found,ptportuguês,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/ro/page-not-found,roromână,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/sk/page-not-found,skslovenčina,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/sl/page-not-found,slslovenščina,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/fi/page-not-found,fisuomi,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/sv/page-not-found,svsvenska,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/en/news?type=5%7C13,News highlights,NA,European Commission,Discovered URL,EN
ec,https://digital-strategy.ec.europa.eu/en/newsletters,Subscribe to the news,NA,European Commission,Discovered URL,EN
ep,https://www.europarl.europa.eu/legislative-train/theme-a-europe-fit-for-the-digital-age/file-regulation-on-artificial-intelligence,European Parliament Legislative Train: Artificial Intelligence Act,NA,European Parliament,Legislative overview,EN
council,https://www.consilium.europa.eu/en/policies/artificial-intelligence-act/,Council of the EU: Artificial Intelligence Act,2024-06-13,Council of the EU,Policy page,EN
council,https://www.consilium.europa.eu/en/policies/artificial-intelligence-act/timeline-artificial-intelligence/,Council timeline: Artificial Intelligence Act,2024-06-13,Council of the EU,Timeline,EN
edpb,https://www.edpb.europa.eu/our-work-tools/our-documents/topic/artificial-intelligence_en,EDPB artificial intelligence topic page,NA,European Data Protection Board,Topic page,EN
edpb,https://www.edpb.europa.eu/our-work-tools/our-documents/opinion-board-art-64/opinion-282024-certain-data-protection-aspects_en,EDPB Opinion 28/2024 on AI models,2024-12-18,European Data Protection Board,Opinion,EN
edpb,https://www.edpb.europa.eu/system/files/2024-12/edpb_opinion_202428_ai-models_en.pdf,EDPB Opinion 28/2024 on AI models PDF,2024-12-18,European Data Protection Board,Opinion PDF,EN
edps,https://www.edps.europa.eu/artificial-intelligence/artificial-intelligence-act_en,EDPS: Artificial Intelligence Act,2024-06-13,European Data Protection Supervisor,Policy page,EN
edps,https://www.edps.europa.eu/data-protection/our-work/subjects/artificial-intelligence_en,EDPS artificial intelligence subject page,NA,European Data Protection Supervisor,Topic page,EN
enisa,https://www.enisa.europa.eu/topics/artificial-intelligence-and-next-gen-technologies,ENISA Artificial Intelligence and Next Gen Technologies,NA,ENISA,Topic page,EN
enisa,https://www.enisa.europa.eu/publications/artificial-intelligence-and-cybersecurity-research,ENISA Artificial Intelligence and Cybersecurity Research,2023-06-07,ENISA,Report,EN
enisa,https://www.enisa.europa.eu/publications/cybersecurity-of-ai-and-standardisation,ENISA Cybersecurity of AI and Standardisation,2023-03-14,ENISA,Report,EN
ep,https://oeil.europarl.europa.eu/oeil/en/procedure-file/pdf?reference=2021/0106(COD)&section=TRANSPARENCY,pdfTransparency,NA,European Parliament,Discovered URL,EN
ep,https://oeil.europarl.europa.eu/oeil/en/procedure-file?reference=2021/0106(COD),Transparency,NA,European Parliament,Discovered URL,EN
edpb,https://www.edpb.europa.eu/our-work-tools/our-documents/topic/artificial-intelligence_bg,BGБългарски,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/our-work-tools/our-documents/topic/artificial-intelligence_cs,CSČeština,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/our-work-tools/our-documents/topic/artificial-intelligence_da,DADansk,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/our-work-tools/our-documents/topic/artificial-intelligence_de,DEDeutsch,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/our-work-tools/our-documents/topic/artificial-intelligence_el,ELΕλληνικά,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/our-work-tools/our-documents/topic/artificial-intelligence_es,ESEspañol,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/our-work-tools/our-documents/topic/artificial-intelligence_et,ETEesti,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/our-work-tools/our-documents/topic/artificial-intelligence_fi,FISuomi,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/our-work-tools/our-documents/topic/artificial-intelligence_fr,FRFrançais,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/our-work-tools/our-documents/topic/artificial-intelligence_ga,GAGaeilge,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/our-work-tools/our-documents/topic/artificial-intelligence_hr,HRHrvatski,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/our-work-tools/our-documents/topic/artificial-intelligence_hu,HUMagyar,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/our-work-tools/our-documents/topic/artificial-intelligence_it,ITItaliano,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/our-work-tools/our-documents/topic/artificial-intelligence_lt,LTLietuvių,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/our-work-tools/our-documents/topic/artificial-intelligence_lv,LVLatviešu,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/our-work-tools/our-documents/topic/artificial-intelligence_mt,MTMalti,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/our-work-tools/our-documents/topic/artificial-intelligence_nl,NLNederlands,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/our-work-tools/our-documents/topic/artificial-intelligence_pl,PLPolski,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/our-work-tools/our-documents/topic/artificial-intelligence_pt,PTPortuguês,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/our-work-tools/our-documents/topic/artificial-intelligence_ro,RORomână,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/our-work-tools/our-documents/topic/artificial-intelligence_sk,SKSlovenčina,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/our-work-tools/our-documents/topic/artificial-intelligence_sl,SLSlovenščina,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/our-work-tools/our-documents/topic/artificial-intelligence_sv,SVSvenska,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/our-work-tools/our-documents/topic/gdpr-enforcement_en,GDPR enforcement,2024-01-01,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/our-work-tools/our-documents/topic/gdpr_en,GDPR,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/our-work-tools/our-documents/topic/automated-decision-profiling_en,Automated decision & profiling,2022-01-01,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/news/news/2026/edpb-and-edps-support-streamlining-ai-act-implementation-call-stronger-safeguards_en,EDPB and EDPS support streamlining AI Act implementation but call for stronger safeguards to protect fundamental rights,2024-08-01,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/our-work-tools/our-documents/edpbedps-joint-opinion/edpb-edps-joint-opinion-12026-proposal_en,EDPB-EDPS Joint opinion 1/2026 on the Proposal for a Regulation as regards the simplification of the implementation of harmonised rules on artificial intelligence (Digital Omnibus on AI),NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/news/news/2024/edpb-opinion-ai-models-gdpr-principles-support-responsible-ai_en,EDPB opinion on AI models: GDPR principles support responsible AI,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/our-work-tools/our-documents/letters/edpb-reply-letter-ai-office-edpb-statement-role-data_en,EDPB Reply to the letter from the AI Office on the EDPB statement on the role of data protection authorities (DPAs) in the Artificial Intelligence Act Framework,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/system/files/2024-11/edpb-reply-to-the-letter-from-the-ai-office_en.pdf,Download,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/our-work-tools/our-documents/topic/artificial-intelligence_en?page=1,2,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/our-work-tools/our-documents/topic/artificial-intelligence_en?page=2,3,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/news/news/2024/edpb-opinion-ai-models-gdpr-principles-support-responsible-ai_bg,BGБългарски,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/news/news/2024/edpb-opinion-ai-models-gdpr-principles-support-responsible-ai_cs,CSČeština,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/news/news/2024/edpb-opinion-ai-models-gdpr-principles-support-responsible-ai_da,DADansk,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/news/news/2024/edpb-opinion-ai-models-gdpr-principles-support-responsible-ai_de,DEDeutsch,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/news/news/2024/edpb-opinion-ai-models-gdpr-principles-support-responsible-ai_el,ELΕλληνικά,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/news/news/2024/edpb-opinion-ai-models-gdpr-principles-support-responsible-ai_es,ESEspañol,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/news/news/2024/edpb-opinion-ai-models-gdpr-principles-support-responsible-ai_et,ETEesti,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/news/news/2024/edpb-opinion-ai-models-gdpr-principles-support-responsible-ai_fi,FISuomi,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/news/news/2024/edpb-opinion-ai-models-gdpr-principles-support-responsible-ai_fr,FRFrançais,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/news/news/2024/edpb-opinion-ai-models-gdpr-principles-support-responsible-ai_ga,GAGaeilge,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/news/news/2024/edpb-opinion-ai-models-gdpr-principles-support-responsible-ai_hr,HRHrvatski,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/news/news/2024/edpb-opinion-ai-models-gdpr-principles-support-responsible-ai_hu,HUMagyar,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/news/news/2024/edpb-opinion-ai-models-gdpr-principles-support-responsible-ai_it,ITItaliano,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/news/news/2024/edpb-opinion-ai-models-gdpr-principles-support-responsible-ai_lt,LTLietuvių,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/news/news/2024/edpb-opinion-ai-models-gdpr-principles-support-responsible-ai_lv,LVLatviešu,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/news/news/2024/edpb-opinion-ai-models-gdpr-principles-support-responsible-ai_mt,MTMalti,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/news/news/2024/edpb-opinion-ai-models-gdpr-principles-support-responsible-ai_nl,NLNederlands,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/news/news/2024/edpb-opinion-ai-models-gdpr-principles-support-responsible-ai_pl,PLPolski,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/news/news/2024/edpb-opinion-ai-models-gdpr-principles-support-responsible-ai_pt,PTPortuguês,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/news/news/2024/edpb-opinion-ai-models-gdpr-principles-support-responsible-ai_ro,RORomână,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/news/news/2024/edpb-opinion-ai-models-gdpr-principles-support-responsible-ai_sk,SKSlovenčina,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/news/news/2024/edpb-opinion-ai-models-gdpr-principles-support-responsible-ai_sl,SLSlovenščina,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/news/news/2024/edpb-opinion-ai-models-gdpr-principles-support-responsible-ai_sv,SVSvenska,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/news/news/2026/marking-10-years-gdpr-evolution-european-data-protection-landscape_en,https://www.edpb.europa.eu/news/news/2026/marking-10-years-gdpr-evolution-european-data-protection-landscape_en,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/news/news/2026/stakeholder-event-competition-and-data-protection_en,Stakeholder event on competition and data protection,NA,European Data Protection Board,Discovered URL,EN
edpb,https://www.edpb.europa.eu/news/news/2026/edpb-brings-clarity-data-processing-scientific-research-speeds-finalisation_en,"EDPB brings clarity to data processing for scientific research, speeds up the finalisation of the anonymisation guidelines and approves first European data protection seal as a tool for transfers",NA,European Data Protection Board,Discovered URL,EN
edps,https://www.edps.europa.eu/data-protection/our-work/our-work-by-type/ai-act_en,Our work on the AI Act,NA,European Data Protection Supervisor,Discovered URL,EN
edps,https://www.edps.europa.eu/press-publications/press-news/press-releases/2026/edpss-annual-report-2025-highlights-record-legislative-consultations-and-ai-transition-within-european-institutions_en,press release,NA,European Data Protection Supervisor,Discovered URL,EN
edps,https://www.edps.europa.eu/system/files/2025-07/2025_ai-act-timeline_en.pdf,AI Act Timeline,NA,European Data Protection Supervisor,Discovered URL,EN
edps,https://www.edps.europa.eu/data-protection/our-work/publications/ai-act/2026-03-17-towards-trustworthy-ai-eu-public-administration-edps-compass-its-new-role-under-ai-act,Towards trustworthy AI in the EU public administration: The EDPS Compass for its new role under the AI Act,NA,European Data Protection Supervisor,Discovered URL,EN
edps,https://www.edps.europa.eu/system/files/2026-03/26-03-17_edps-compass-under-ai-act-2026-2027_en.pdf,Download,NA,European Data Protection Supervisor,Discovered URL,EN
edps,https://www.edps.europa.eu/data-protection/our-work/publications/international-conferences/2026-02-23-joint-statement-ai-generated-imagery-and-protection-privacy,Joint Statement on AI-Generated Imagery and the Protection of Privacy,NA,European Data Protection Supervisor,Discovered URL,EN
edps,https://www.edps.europa.eu/system/files/2026-02/23-02-26_joint-statement-ai-generated-imagery_en.pdf,Download,NA,European Data Protection Supervisor,Discovered URL,EN
edps,https://www.edps.europa.eu/data-protection/our-work/publications/events/2026-01-28-data-protection-day_en,Data Protection Day 2026: Reset or refine?,NA,European Data Protection Supervisor,Discovered URL,EN
edps,https://www.edps.europa.eu/data-protection/our-work/subjects/general-data-protection-regulation_en,General Data Protection Regulation,NA,European Data Protection Supervisor,Discovered URL,EN
edps,https://www.edps.europa.eu/data-protection/our-work/publications/edps-edpb-joint-opinions/2026-01-20-edpb-edps-joint-opinion-simplification-implementation-harmonised-rules-artificial-intelligence-digital-omnibus-ai,EDPB-EDPS Joint Opinion on the simplification of the implementation of harmonised rules on artificial intelligence (Digital Omnibus on AI),NA,European Data Protection Supervisor,Discovered URL,EN
edps,https://www.edps.europa.eu/data-protection/our-work/subjects/artificial-intelligence_en?page=1,2,NA,European Data Protection Supervisor,Discovered URL,EN
edps,https://www.edps.europa.eu/data-protection/our-work/subjects/artificial-intelligence_en?page=2,3,NA,European Data Protection Supervisor,Discovered URL,EN
edps,https://www.edps.europa.eu/data-protection/our-work/subjects/artificial-intelligence_en?page=3,4,NA,European Data Protection Supervisor,Discovered URL,EN
edps,https://www.edps.europa.eu/data-protection/our-work/subjects/artificial-intelligence_en?page=4,5,NA,European Data Protection Supervisor,Discovered URL,EN
edps,https://www.edps.europa.eu/data-protection/our-work/subjects/artificial-intelligence_en?page=13,Last » Last page,NA,European Data Protection Supervisor,Discovered URL,EN
enisa,https://www.enisa.europa.eu/topics/state-of-cybersecurity-in-the-eu,State of cybersecurity in the EU,NA,ENISA,Discovered URL,EN
enisa,https://www.enisa.europa.eu/topics/cybersecurity-of-critical-sectors,Cybersecurity of Critical Sectors,NA,ENISA,Discovered URL,EN
enisa,https://www.enisa.europa.eu/topics/digital-identity-and-data-protection,Digital Identity and Data Protection,NA,ENISA,Discovered URL,EN
enisa,https://www.enisa.europa.eu/publications/cyber-insurance-models-and-methods-and-the-use-of-ai,https://www.enisa.europa.eu/publications/cyber-insurance-models-and-methods-and-the-use-of-ai,NA,ENISA,Discovered URL,EN
enisa,https://www.enisa.europa.eu/publications/cybersecurity-and-privacy-in-ai-forecasting-demand-on-electricity-grids,https://www.enisa.europa.eu/publications/cybersecurity-and-privacy-in-ai-forecasting-demand-on-electricity-grids,NA,ENISA,Discovered URL,EN
enisa,https://www.enisa.europa.eu/publications/cybersecurity-and-privacy-in-ai-medical-imaging-diagnosis,ENISA Cybersecurity and Privacy in AI medical imaging diagnosis,NA,ENISA,Discovered URL,EN
enisa,https://www.enisa.europa.eu/news/is-secure-and-trusted-ai-possible-the-eu-leads-the-way,Is Secure and Trusted AI Possible? The EU Leads the Way,NA,ENISA,Discovered URL,EN
enisa,https://www.enisa.europa.eu/news/mind-the-gap-in-standardisation-of-cybersecurity-for-artificial-intelligence,Mind the Gap in Standardisation of Cybersecurity for Artificial Intelligence,NA,ENISA,Discovered URL,EN
enisa,https://www.enisa.europa.eu/publications?f%5B0%5D=topics%3A528,Cybersecurity of Critical Sectors (49),NA,ENISA,Discovered URL,EN
enisa,https://www.enisa.europa.eu/publications?f%5B0%5D=topics%3A531,Digital Identity and Data Protection (59),NA,ENISA,Discovered URL,EN
enisa,https://www.enisa.europa.eu/publications?f%5B0%5D=topics%3A516,State of cybersecurity in the EU (49),NA,ENISA,Discovered URL,EN
enisa,https://www.enisa.europa.eu/publications?f%5B0%5D=topics%3A582,National Cybersecurity Strategies (5),NA,ENISA,Discovered URL,EN
enisa,https://www.enisa.europa.eu/topics/state-of-cybersecurity-in-the-eu/national-cybersecurity-strategies,National Cybersecurity Strategies,NA,ENISA,Discovered URL,EN
eurlex_url,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32024R1689,Artificial Intelligence Act Regulation (EU) 2024/1689,2024-07-12,European Parliament and Council,Regulation,EN
eurlex_url,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32016R0679,General Data Protection Regulation,2016-04-27,European Parliament and Council,Regulation,EN
eurlex_url,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32022R0868,Data Governance Act,2022-05-30,European Parliament and Council,Regulation,EN
eurlex_url,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32023R2854,Data Act,2023-12-13,European Parliament and Council,Regulation,EN
eurlex_url,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,White Paper on Artificial Intelligence,2020-02-19,European Commission,White Paper,EN
eurlex_url,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52018DC0237,Artificial Intelligence for Europe,2018-04-25,European Commission,Communication,EN
eurlex_url,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52018DC0795,Coordinated Plan on Artificial Intelligence,2018-12-07,European Commission,Communication,EN
eurlex_url,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52021DC0205,Fostering a European approach to Artificial Intelligence,2021-04-21,European Commission,Communication,EN
council,https://www.consilium.europa.eu/en/press/press-releases/2023/12/09/artificial-intelligence-act-council-and-parliament-strike-a-deal-on-the-first-worldwide-rules-for-ai/,Trilogue deal on AI Act,2023-12-09,Council of the EU,Press release,EN
ep,https://www.europarl.europa.eu/doceo/document/TA-9-2023-0236_EN.pdf,EP AI Act Position,2023-06-14,European Parliament,Legislative resolution,EN
